Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
ko00520,0.15231443722541396,0.45254554432713007,1.0,1.0,148,105,K00698;K13810;K15916;K12454;K21749;K15913;K11192;K02473;K08068;K13014;K15894;K06118;K07806;K00066;K02474;K00966;K00972;K18430;K01787;K16881;K15778;K01840;K00971;K00992;K01654;K13015;K10011;K22252;K15899;K01209;K18429;K02377;K01639;K01711;K08678;K12373;K22292;K02804;K00884;K20118;K12448;K07102;K00847;K12452;K01791;K00844;K00845;K00975;K00978;K02564;K08679;K18431;K05305;K01198;K07106;K00012;K15898;K01709;K00820;K13018;K00790;K01443;K03431;K02779;K13017;K01809;K01835;K15855;K16011;K01810;K02795;K02472;K00075;K02796;K00849;K06859;K00885;K02791;K02777;K00965;K13010;K00983;K01183;K15910;K01854;K18675;K10012;K15912;K17716;K02794;K02793;K04042;K15920;K01207;K13019;K15779;K01784;K01788;K00963;K15921;K15856;K13381;K00886;K13016;K11528,K00698;K13810;K15916;K12454;K21749;K15913;K11192;K02473;K08068;K13014;K15894;K06118;K07806;K00066
ko00521,-0.24333763164602273,-0.6520033422882868,1.0,1.0,21,12,K23144;K15778;K00844;K00845;K00973;K00067;K01835;K00010;K01790;K01710;K01858;K01092,K00067;K01835;K00010;K01790;K01710;K01858;K01092
ko00524,-0.5068692419589812,-0.609059370486064,1.0,1.0,58,2,K00844;K00845,K00844;K00845
ko00541,0.1944171851896098,0.4976381469927644,1.0,1.0,96,45,K20429;K12454;K16704;K02473;K08068;K15894;K02474;K01840;K00971;K01654;K13015;K22252;K15899;K02377;K20680;K01711;K12452;K01791;K00978;K00973;K08679;K02805;K00012;K15898;K01709;K13018;K00067;K13017;K01809;K16011;K19068;K02472;K01790;K13010;K01710;K00983;K01854;K15912;K17716;K04042;K13019;K01784;K00963;K15856;K13016,K20429;K12454;K16704;K02473;K08068;K15894
ko00564,0.24229753202655305,0.5949964881384383,1.0,1.0,114,36,K01521;K00631;K01004;K17830;K00998;K01096;K01613;K00096;K00901;K18697;K01058;K00112;K00105;K00968;K17103;K01126;K14676;K00113;K05939;K06132;K06131;K01095;K00655;K00111;K08591;K04019;K00057;K00981;K03735;K01048;K03736;K07029;K00995;K00980;K01114;K08744,K01521;K00631;K01004;K17830;K00998;K01096;K01613;K00096;K00901;K18697;K01058;K00112;K00105;K00968
ko00620,-0.16093725874537881,-0.6675456750891756,1.0,1.0,126,95,K18118;K12957;K00116;K04020;K00138;K05523;K01007;K12972;K04022;K01638;K00121;K04073;K00247;K00163;K03777;K11262;K00101;K04021;K00158;K00090;K01905;K07248;K15024;K01573;K02594;K00024;K13954;K10977;K03778;K00174;K00156;K00029;K01676;K01571;K00626;K00175;K00246;K20509;K01678;K01962;K01963;K18930;K22224;K01677;K01610;K01960;K01961;K01959;K00132;K00625;K01895;K01958;K01069;K03737;K01006;K00001;K00027;K01759;K00002;K00245;K23257;K01026;K00244;K00873;K00656;K01649;K02160;K00925;K01067;K01512;K00627;K00026;K00172;K01679;K00161;K00169;K00170;K00171;K00162;K00016;K22373;K00128;K00382;K00102;K04072;K01596;K20370;K00467;K13979;K01595;K13953;K13788;K11263;K21618;K22212,K00102;K04072;K01596;K20370;K00467;K13979;K01595;K13953;K13788;K11263;K21618;K22212
ko00640,0.20680020589381476,0.672378654370991,1.0,1.0,110,83,K11264;K22214;K01849;K01848;K01825;K01682;K01720;K00932;K01782;K03417;K01659;K01574;K19697;K00823;K09699;K11262;K20143;K01905;K15024;K15036;K01966;K19745;K01908;K01847;K08325;K18369;K14729;K05606;K00166;K00626;K07250;K19709;K01962;K01963;K22224;K01035;K01961;K00167;K00625;K01895;K11381;K23259;K20626;K00248;K01965;K01734;K07511;K23257;K01026;K01899;K13923;K00656;K02160;K17489;K00925;K01034;K00048;K00172;K18471;K00005;K13922;K00169;K20627;K00170;K00171;K00016;K13920;K09788;K00382;K01902;K01699;K01692;K00140;K13919;K01903;K20455;K19312;K00086;K13921;K13788;K11263;K00822;K03416,K11264;K22214;K01849;K01848;K01825;K01682;K01720;K00932;K01782;K03417;K01659;K01574;K19697;K00823
ko00643,-0.237702265372166,-0.5869103762922361,1.0,1.0,25,9,K00146;K01039;K01040;K20626;K07104;K01026;K01426;K20627;K01501,K00146;K01039;K01040;K20626;K07104;K01026;K01426;K20627;K01501
ko00650,0.1813847655992659,0.5730628919272535,1.0,1.0,99,71,K03821;K18118;K00242;K01825;K08324;K01782;K00823;K11258;K04073;K00247;K00634;K23352;K01027;K01039;K23351;K00241;K00174;K00100;K01615;K00626;K00175;K00246;K07250;K18119;K20509;K00929;K19709;K01040;K00023;K18120;K01035;K00132;K14534;K03737;K00248;K07246;K00004;K00074;K07511;K01028;K00245;K18122;K01653;K00244;K01715;K00239;K01652;K01029;K17865;K00656;K00209;K01034;K18009;K00172;K00135;K00169;K00170;K03366;K00240;K08318;K00019;K00171;K01640;K01580;K01907;K01641;K01692;K07516;K04072;K00043;K01575,K03821;K18118;K00242;K01825;K08324;K01782;K00823;K11258;K04073;K00247
ko00670,0.1855212335050333,0.4953473632243592,1.0,1.0,40,20,K13938;K00603;K01433;K11175;K01500;K03465;K00605;K00548;K00600;K00602;K13990;K00297;K00604;K01934;K01938;K01491;K00287;K01746;K00560;K00288,K13938
ko00680,0.20040564239410483,0.6577210882211849,1.0,1.0,194,93,K16179;K16176;K14080;K14081;K01070;K00863;K07821;K01007;K14127;K14084;K00121;K05884;K03532;K16370;K07811;K03533;K00127;K00317;K02446;K03841;K14083;K04480;K00400;K16305;K00200;K11645;K16306;K00205;K15634;K02203;K14126;K00024;K10977;K00124;K04041;K19793;K14067;K05299;K01623;K11532;K00850;K15022;K00830;K10978;K15633;K00197;K22516;K21071;K00194;K00625;K00018;K01895;K00600;K11261;K01499;K03389;K15635;K03388;K07812;K22305;K00441;K00123;K00196;K16792;K08093;K00058;K05979;K01689;K03390;K00925;K11529;K00831;K00198;K01624;K14940;K00172;K16793;K00169;K22480;K00170;K00171;K22015;K01079;K01834;K08692;K08094;K22515;K00918;K01595;K17067;K13788;K17100;K22083,K16179;K16176;K14080;K14081;K01070;K00863;K07821;K01007;K14127;K14084;K00121;K05884;K03532;K16370;K07811;K03533;K00127;K00317;K02446;K03841;K14083;K04480;K00400;K16305;K00200;K11645;K16306;K00205;K15634;K02203;K14126;K00024;K10977;K00124;K04041;K19793
ko00710,-0.25555134707720656,-0.7549107841859344,1.0,1.0,36,25,K00855;K02446;K03841;K11645;K00024;K04041;K00029;K01623;K11532;K01610;K01006;K01808;K00615;K01783;K01601;K00927;K01803;K01624;K00026;K00134;K00150;K11214;K01621;K01807;K01595,K00150;K11214;K01621;K01807;K01595
ko00750,0.33072099992244114,0.6403015713867048,1.0,1.0,24,11,K05275;K03472;K03474;K00097;K00275;K03473;K01733;K00868;K00831;K06215;K08681,K05275;K03472
ko00785,-0.342880707991664,-0.5803834127070622,1.0,1.0,13,4,K16869;K03801;K03644;K03800,K03800
ko00791,0.1814385625097697,0.43841471587191294,1.0,1.0,16,11,K19837;K14541;K14048;K23359;K01427;K01428;K01429;K01430;K01941;K01457;K03382,K19837;K14541;K14048
ko00908,-0.5200387847446654,-0.6056613716780848,1.0,1.0,10,1,K00791,K00791
ko00920,0.21731180867068614,0.5513258169881655,1.0,1.0,109,60,K08354;K02439;K00299;K04091;K00385;K15551;K15554;K00381;K16937;K16936;K00958;K15553;K17218;K02048;K00860;K21308;K17069;K03119;K00957;K01011;K01082;K00394;K16951;K00956;K07308;K11181;K11180;K02045;K16950;K15555;K00395;K00380;K07307;K01738;K00185;K00640;K17996;K07306;K23163;K08357;K02046;K02047;K00184;K06881;K08352;K10831;K00955;K00641;K08358;K21307;K17229;K10764;K00390;K00651;K15552;K00392;K01739;K17217;K08353;K23304,K08354;K02439;K00299;K04091;K00385;K15551;K15554;K00381;K16937;K16936;K00958;K15553;K17218;K02048;K00860;K21308;K17069;K03119;K00957;K01011;K01082;K00394;K16951;K00956;K07308;K11181;K11180;K02045;K16950;K15555;K00395;K00380;K07307;K01738;K00185
ko00930,0.3153358751793387,0.6425298817781966,1.0,1.0,22,8,K01825;K01782;K00002;K07511;K06446;K14731;K01692;K01053,K01825;K01782
ko00950,0.4592567886127039,0.850449320589087,1.0,1.0,62,6,K00276;K00813;K00812;K00832;K11358;K00274,K00276
ko01055,0.4925899288520955,0.7491850725080348,1.0,1.0,29,4,K16436;K16422;K16435;K01710,K16436;K16422
ko03010,0.2325929793380011,0.7023401733161557,1.0,1.0,143,67,K02924;K02984;K02987;K02991;K02885;K02877;K02995;K02930;K02883;K07590;K02866;K02968;K02897;K02890;K02970;K02986;K02954;K02961;K02945;K02935;K02876;K02895;K02967;K02906;K02933;K02948;K02982;K02884;K02871;K02864;K02886;K02879;K02988;K02907;K02996;K02863;K02926;K02916;K02963;K02867;K02881;K02965;K02939;K02892;K02931;K02994;K02874;K02992;K02878;K02899;K02904;K02911;K02950;K02990;K02946;K02952;K02956;K02909;K02887;K02888;K02902;K02913;K02959;K02914;K02919;K02977;K02927,K02924;K02984;K02987;K02991;K02885;K02877;K02995;K02930;K02883;K07590;K02866;K02968;K02897;K02890;K02970;K02986;K02954;K02961;K02945;K02935;K02876;K02895;K02967;K02906;K02933;K02948;K02982;K02884;K02871;K02864;K02886;K02879;K02988;K02907;K02996;K02863;K02926;K02916;K02963;K02867;K02881;K02965;K02939;K02892;K02931;K02994;K02874;K02992;K02878;K02899;K02904;K02911;K02950;K02990;K02946;K02952;K02956;K02909;K02887;K02888;K02902;K02913;K02959;K02914;K02919
ko03018,-0.16622264492381408,-0.44580741904535637,1.0,1.0,79,22,K12604;K03732;K12608;K05592;K22468;K12585;K12573;K00850;K11927;K03654;K00937;K18682;K08311;K04077;K03628;K04043;K01689;K00962;K12574;K03666;K00970;K08300,K00970;K08300
ko03020,0.27103559870550836,0.5374489665314692,1.0,1.0,51,9,K03042;K03041;K03006;K03046;K03043;K13797;K03048;K03040;K03060,K03042;K03041;K03006;K03046;K03043;K13797;K03048;K03040;K03060
ko03460,-0.4023187475141401,-0.6854475124376066,1.0,1.0,54,4,K10858;K07466;K10901;K08734,K10901;K08734
ko04013,0.5109890109890127,0.6718130311614746,1.0,1.0,84,1,K04564,K04564
ko04020,0.3034302852547937,0.474324987796945,1.0,1.0,185,3,K08794;K04345;K05853,K08794
ko04066,-0.24137513389839685,-0.5673112883899535,1.0,1.0,76,10,K02991;K01623;K00850;K00844;K00927;K01689;K00134;K00161;K00162;K00016,K00134;K00161;K00162;K00016
ko04070,-0.4237971283276181,-0.7361797465714207,1.0,1.0,55,3,K00901;K00981;K01092,K01092
ko04115,-0.5038784744667081,-0.6494705780246486,1.0,1.0,67,1,K22745,K22745
ko04138,-0.3595496142791771,-0.5637098195376851,1.0,1.0,82,4,K06027;K04345;K06902;K12479,K04345;K06902;K12479
ko04211,-0.4426123504687809,-0.6652010998063054,1.0,1.0,68,3,K03781;K04564;K04345,K03781;K04564;K04345
ko04361,-0.3124292872151339,-0.49008647109509057,1.0,1.0,59,2,K00901;K04345,K00901;K04345
ko04659,0.5085649644473191,0.651283112582783,1.0,1.0,86,1,K04079,K04079
ko04724,-0.37455544778530664,-0.5499523932685821,1.0,1.0,88,3,K01425;K01915;K04345,K01425;K01915;K04345
ko04727,-0.19681279635080967,-0.3418285677295937,1.0,1.0,69,6,K06027;K01425;K01915;K04345;K15376;K01580,K01915;K04345;K15376;K01580
ko04918,-0.3278343846029551,-0.6884530714432375,1.0,1.0,53,6,K00432;K09490;K09487;K00383;K04345;K01539,K00432;K09490;K09487;K00383;K04345;K01539
ko04925,0.289990560053532,0.43967270972539174,1.0,1.0,65,3,K08794;K04345;K01539,K08794
ko04931,-0.43187893636143504,-0.6779714032939004,1.0,1.0,74,5,K06276;K00688;K00820;K01596;K11533,K01596;K11533
ko04932,-0.25861016420871075,-0.5778755548871516,1.0,1.0,127,6,K08852;K03942;K00234;K02256;K00412;K00413,K02256;K00412;K00413
ko04975,0.5791855203619924,0.7229814917545022,1.0,1.0,28,1,K00626,K00626
ko05016,0.2142044307603595,0.39028310931847193,1.0,1.0,229,12,K08852;K03942;K00432;K00234;K03006;K04565;K04564;K02132;K02133;K02256;K00412;K00413,K08852;K03942;K00432;K00234;K03006;K04565
ko05150,-0.252588996763752,-0.651958446983614,1.0,1.0,74,9,K19079;K14194;K11041;K14188;K14201;K14205;K03739;K03367;K03740,K19079;K14194;K11041;K14188;K14201;K14205;K03739;K03367;K03740
ko05161,0.7853910795087273,0.9274809160305346,1.0,1.0,132,1,K11594,K11594
ko05213,0.5567309546472881,0.7808075807610003,1.0,1.0,45,2,K06276;K08734,K06276
ko05219,-0.5555914673561714,-0.7276703823902921,1.0,1.0,38,1,K00758,K00758
ko05340,0.3842014855184908,0.5463184711003706,1.0,1.0,37,2,K01488;K03648,K01488
